bus_accesses,llc_accesses,cycles,llc_misses,instr,cluster,phase
51017,197169,10878168,8694,5268299,0,0
29607,74459,5748183,5216,2246320,0,0
44842,181210,10886938,8048,5397675,0,0
63126,230535,11358785,11246,5518787,0,0
48557,206022,10848538,8703,5310482,0,0
95260,409713,22400446,16938,11118162,0,0
45895,209801,10865084,8208,5371205,0,0
87601,390880,22225710,15789,11107579,0,0
40587,76612,5761714,7214,2541067,0,0
91382,403395,21952803,16524,10890446,0,0
85194,425558,21924442,15282,10989875,0,0
90775,394038,22182270,16063,11066437,0,0
55920,182833,10892496,10073,5179079,0,0
91417,390591,21976502,16784,10869779,0,0
37096,91275,5752560,6605,2589329,0,0
89739,410605,21975618,16316,10893557,0,0
37639,51412,5755702,6529,2621822,0,0
39710,212314,10866636,7184,5474043,0,0
59024,213403,11342976,10426,5421430,0,0
84432,422236,21862204,15470,10903591,0,0
31155,47922,5737396,5348,2730249,0,0
46578,212707,10885035,8382,5353287,0,0
35719,109531,5755622,6201,2643003,0,0
49015,184133,10891164,8921,5299095,0,0
33898,113998,5747995,6015,2645383,0,0
41599,219242,10869894,7499,5427231,0,0
75723,378529,21903466,13796,11150091,0,0
36631,93169,5735344,6544,2602044,0,0
89634,413315,21758661,16256,10812801,0,0
32566,47314,5744833,5560,2711910,0,0
48778,206433,10891580,8684,5353506,0,0
91826,407012,22330273,16506,11115642,0,0
60504,210614,11146066,10516,5292248,0,0
48921,208781,10984082,8643,5420469,0,0
52288,180784,10905164,9166,5300972,0,0
92180,393810,22178277,16649,11028083,0,0
96483,381014,22404239,17226,11103988,0,0
70070,328408,16324527,12530,8089341,0,0
95575,376633,21938269,17157,10849896,0,0
99044,377440,22000042,17624,10845955,0,0
58868,177452,10914137,10369,5193406,0,0
85082,394978,21946376,15250,11083744,0,0
51404,201496,10877916,8995,5339481,0,0
60175,200245,11262918,10512,5393343,0,0
93965,411879,21996642,16804,10968557,0,0
40079,85267,5762186,6852,2598168,0,0
47541,186928,10865322,8498,5381674,0,0
30955,128221,5749434,5498,2756576,0,0
46695,197534,10891351,8284,5428642,0,0
39947,54603,5762254,6897,2589309,0,0
44614,198641,10855557,7898,5465845,0,0
81212,386984,21917258,14552,11234342,0,0
62161,189854,11179363,11130,5251681,0,0
87120,391862,22180223,15411,11337205,0,0
30851,124870,5750473,5443,2790590,0,0
